Title	Year	Length	Rating	Action/Animation/Comedy/Drama/Documentary/Romance
Michael Sheli	1975	95	NR	000100
Michel J	2002	16	NR	000000
Michel Strogoff	1926	168	NR	000000
Michel Strogoff	1956	111	NR	000000
Michel Vaillant	2003	103	NR	100000
Michelangelo: A Self Portrait	1989	85	NR	000010
Michelle Apts., The	1995	91	NR	001100
Mickey	1918	93	NR	001100
Mickey	1948	87	NR	000100
Mickey	2004	90	PG	000100
Mickey Blue Eyes	1999	102	PG-13	001001
Mickey Cuts Up	1931	7	NR	011000
Mickey Down Under	1948	7	NR	011000
Mickey Mouse Anniversary Show, The	1968	84	NR	000000
Mickey Mouse Disco	1979	7	NR	010000
Mickey One	1965	93	NR	000000
Mickey Plays Papa	1934	8	NR	011000
Mickey Steps Out	1931	7	NR	011000
Mickey and the Beanstalk	1947	29	NR	010000
Mickey and the Seal	1948	7	NR	011000
Mickey's Amateurs	1937	7	NR	011000
Mickey's Birthday Party	1942	8	NR	011000
Mickey's Choo-Choo	1929	7	NR	011000
Mickey's Christmas Carol	1983	25	NR	010000
Mickey's Circus	1936	8	NR	011000
Mickey's Delayed Date	1947	7	NR	011000
Mickey's Elephant	1936	8	NR	011000
Mickey's Fire Brigade	1935	8	NR	011000
Mickey's Follies	1929	7	NR	011000
Mickey's Gala Premier	1933	7	NR	011000
Mickey's Garden	1935	9	NR	011000
Mickey's Good Deed	1932	8	NR	011000
Mickey's Grand Opera	1936	8	NR	011000
Mickey's Kangaroo	1935	9	NR	011000
Mickey's Mechanical Man	1933	7	NR	011000
Mickey's Nightmare	1932	7	NR	011000
Mickey's Orphans	1931	7	NR	011000
Mickey's Pal Pluto	1933	8	NR	011000
Mickey's Parrot	1938	8	NR	011000
Mickey's Polo Team	1936	8	NR	011000
Mickey's Revue	1932	7	NR	011000
Mickey's Rival	1936	8	NR	011000
Mickey's Service Station	1935	7	NR	011000
Mickey's Steamroller	1934	7	NR	011000
Mickey's Trailer	1938	7	NR	011000
Micki + Maude	1984	118	NR	001001
Micro-Gerbil 2001	2001	1	NR	011000
Micro-Phonies	1945	17	NR	001000
Micro-loup	2003	7	NR	011000
Microcosmos	1978	14	NR	000000
Microcosmos: Le peuple de l'herbe	1996	73	NR	000010
Microscopic Liquid Subway to Oblivion	1970	85	NR	000000
Microwave Massacre	1983	76	NR	001000
Midaregumo	1967	108	NR	000100
Midareru	1964	98	NR	000100
Midas Run	1969	106	NR	001100
Middle Age Crazy	1980	97	NR	001100
Middle Age Spread	1979	98	NR	001100
Middle of the Moment	1995	80	NR	000010
Middle of the Night	1959	118	NR	000100
Middleton Family at the New York World's Fair, The	1939	55	NR	000100
Middleton's Changeling	1998	97	NR	000000
Middletown	1996	48	NR	000000
Midnight	1934	76	NR	000101
Midnight	1939	94	NR	001001
Midnight	1981	91	NR	000000
Midnight	1989	86	NR	000000
Midnight Alibi	1934	58	NR	001001
Midnight Blue	1997	94	NR	000000
Midnight Cabaret	1990	94	NR	000000
Midnight Clear, A	1992	107	NR	000100
Midnight Confessions	1995	81	R	100100
Midnight Cowboy	1969	113	NR	000100
Midnight Crossing	1988	104	NR	000000
Midnight Dance	1996	6	NR	010000
Midnight Days	2001	60	NR	000101
Midnight Edition	1993	97	NR	000000
Midnight Express	1978	121	NR	000100
Midnight Express, The	2002	6	NR	000000
Midnight Faces	1926	55	NR	000000
Midnight Hour, The	2000	91	R	000000
Midnight Kiss	1993	85	NR	000000
Midnight Lace	1960	108	NR	000000
Midnight Limited	1940	61	NR	000000
Midnight Madness	1980	110	NR	001000
Midnight Man	1995	87	R	100100
Midnight Man, The	1974	117	NR	000000
Midnight Manhunt	1945	64	NR	001000
Midnight Mary	1933	74	NR	000100
Midnight Mass	2003	98	R	000000
Midnight Movie Massacre	1988	85	NR	001000
Midnight Panther	1998	60	NR	110000
Midnight Patrol, The	1933	20	NR	001000
Midnight Ride	1990	93	NR	100000
Midnight Run	1988	126	NR	101000
Midnight Shadow	1939	54	NR	000100
Midnight Snack, The	1941	9	NR	011000
Midnight Story, The	1957	89	NR	000100
Midnight Sun	2003	18	NR	000000
Midnight Tease	1994	83	NR	000000
Midnight Tease II	1995	91	R	000100
Midnight Temptations 2	1997	81	NR	000100
Midnight Witness	1993	90	NR	100000
Midnight in St. Petersburg	1996	86	NR	000000
Midnight in a Toy Shop	1930	7	NR	010000
Midnight in the Garden of Good and Evil	1997	155	R	000100
Midnite Spares	1983	87	NR	100100
Midshipman Jack	1933	73	NR	000000
Midsommardansen	1971	90	NR	000100
Midsommer	2003	94	NR	000100
Midsummer Mush	1933	21	NR	001000
Midsummer Night's Dream, A	1909	12	NR	000101
Midsummer Night's Dream, A	1935	142	NR	001001
Midsummer Night's Dream, A	1967	93	NR	000000
Midsummer Night's Dream, A	1968	124	NR	001001
Midsummer Night's Dream, A	1996	105	NR	001001
Midsummer Night's Dream, A	1999	116	PG-13	001001
Midsummer Night's Sex Comedy, A	1982	88	NR	001001
Midt i en jazztid	1969	97	NR	000100
Midt om natten	1984	131	NR	001100
Midway	1976	132	NR	100100
Midwestern Myth	2003	89	NR	001101
Midwife's Tale, A	1996	89	NR	000000
Midwife's Tale, The	1995	75	NR	000001
Mie men can an zhi nie sha	1993	96	NR	000000
Mieheke	1936	80	NR	001000
Miehen tie	1940	93	NR	000100
Miei primi quarant'anni, I	1987	107	NR	000000
Miel et cendres	1996	80	NR	000100
Miele del diavolo, Il	1986	84	NR	000000
Miele di donna	1981	85	NR	000100
Mies joka ei osannut sanoa ei	1975	103	NR	001001
Miffo	2003	105	NR	001100
Mifunes sidste sang	1999	98	R	001101
Mig og Charly	1978	98	NR	000100
Mig og mafiaen	1973	97	NR	001000
Mig og min lillebror	1967	95	NR	001000
Mig og min lillebror og storsmuglerne	1968	106	NR	001000
Mighty Aphrodite	1995	95	R	001000
Mighty Barnum, The	1934	105	NR	001000
Mighty Ducks, The	1992	100	NR	101000
Mighty Gorga, The	1969	84	NR	000000
Mighty Hunters	1940	8	NR	011000
Mighty Joe Young	1949	84	NR	000100
Mighty Joe Young	1998	114	PG	000000
Mighty Jungle, The	1964	88	NR	000000
Mighty Like a Moose	1926	23	NR	001001
Mighty Manhattan, New York's Wonder City	1949	20	NR	000010
Mighty McGurk, The	1947	85	NR	000100
Mighty Mo: The Battleship USS Missouri	1998	150	NR	000010
Mighty Morphin Power Rangers: The Movie	1995	95	PG	100000
Mighty Mouse in the Great Space Chase	1982	86	NR	010000
Mighty Navy, The	1941	7	NR	011000
Mighty Quinn, The	1989	94	NR	000000
Mighty Times: The Children's March	2004	40	NR	000010
Mighty Times: The Legacy of Rosa Parks	2002	40	NR	000010
Mighty Wind, A	2003	91	PG-13	001000
Mighty, The	1998	100	PG-13	101100
Migrating Forms	2000	80	NR	000000
Migrations	1997	4	NR	000000
Miguel/Michelle	1998	107	NR	001100
Mihai Viteazul	1970	107	NR	000100
Mihai Viteazul - Unirea	1970	96	NR	000000
Mihalios tou 14ou sintagmatos	1962	90	NR	001000
Mijn Nachten met Susan, Olga, Albert, Julie, Piet & Sandra	1975	85	NR	000000
Mijn eerste Sjeekspier	2000	14	NR	000000
Mijn moeder heeft ook een pistool	1996	22	NR	000000
Mijn vader woont in Rio	1989	100	NR	000100
Mijn vriend	1979	126	NR	000100
Mikado, The	1939	90	NR	001000
Mikado, The	1967	122	NR	000000
Mikado-Projekt, Das	1983	75	NR	001000
Mikan no taikyoku	1982	123	NR	000100
Mike Bassett: England Manager	2001	89	NR	001000
Mike's Murder	1984	109	NR	000000
Mikey	1992	90	NR	000000
Mikey and Nicky	1976	119	NR	000100
Mikres Aphrodites	1963	88	NR	000100
Mikroi kai megaloi en drasei	1963	95	NR	001000
Mikros drapetis, O	1969	92	NR	000000
Mil amores, El	1954	104	NR	001000
Mil e Uma	1994	73	NR	000100
Mil sexos tiene la noche	1984	93	NR	000000
Mil usos, El	1981	113	NR	001100
Mila ot Mars	2004	91	NR	000100
Milagro Beanfield War, The	1988	117	NR	001100
Milagro de Candeal, El	2004	124	NR	000010
Milagro de P. Tinto, El	1998	106	NR	001000
Milagro en Roma	1988	90	NR	000100
Milagro of Boyle Heights, The	2001	30	NR	000000
Milan	1967	170	NR	000001
Milan Hlavsa a Plastic People of the Universe	2001	74	NR	000010
Milano calibro 9	1972	97	NR	100000
Milano rovente	1973	90	NR	000000
Milano trema - la polizia vuole giustizia	1973	104	NR	000100
Milano, morte sospetta di una minorenne	1975	100	NR	000000
Milchwald	2003	94	NR	000100
Milczenie	1963	100	NR	000000
Mildred Pierce	1945	111	NR	000101
Mile Zero	2001	92	NR	000100
Milena	1991	139	NR	000000
Miles Ahead	2004	83	NR	000100
Miles Electric: A Different Kind of Blue	2004	87	NR	000010
Miles from Home	1988	108	NR	000100
Milhama A'Heret	2004	14	NR	000100
Miliardi	1991	110	NR	000000
Milieu du monde, Le	1974	115	NR	000101
Milionari de weekend	2004	90	NR	001000
Militia	2000	89	R	100000
Militia II	2002	29	NR	010000
Milk & Money	1996	86	NR	001001
Milk Money	1994	110	NR	001001
Milk and Honey	1988	89	NR	000000
Milk and Honey	2003	90	NR	000100
Milka - elokuva tabuista	1980	110	NR	000000
Milking the Chicken	2003	35	NR	000000
Milkman, The	1950	87	NR	001000
Milkman, The	2001	8	NR	000000
Milky Waif, The	1946	7	NR	011000
Milky Way, The	1936	89	NR	001000
Milky Way, The	1940	8	NR	011000
Mill on the Floss, The	1937	77	NR	000100
Mill on the Floss, The	1997	90	NR	000100
Mille bolle blu	1993	87	NR	001000
Mille bornes	1999	103	NR	001100
Mille dollari sul nero	1966	102	NR	000000
Mille et une perversions de Felicia, Les	1975	96	NR	000100
Mille merveilles de l'univers, Les	1997	83	NR	000100
Mille milliards de dollars	1982	132	NR	000100
Mille mois	2003	124	NR	000100
Mille, Marie og mig	1937	99	NR	000000
Mille-pattes fait des claquettes, Le	1977	105	NR	001000
Millennium	1989	108	NR	000100
Miller and the Sweep, The	1898	1	NR	001000
Miller's Crossing	1990	115	NR	000100
Millhouse	1971	92	NR	000010
Millie	1931	85	NR	000100
Million Dollar Baby	1941	100	NR	001001
Million Dollar Baby	2004	132	PG-13	000100
Million Dollar Cat, The	1944	7	NR	011000
Million Dollar Duck, The	1971	89	NR	001000
Million Dollar Hotel, The	2000	122	R	000100
Million Dollar Kid	1944	65	NR	001000
Million Dollar Kid, The	2000	91	PG	101000
Million Dollar Legs	1932	64	NR	001000
Million Dollar Legs	1939	65	NR	001000
Million Dollar Mermaid	1952	115	NR	000100
Million Dollar Mystery	1987	95	NR	001000
Million Dollar Nickel, The	1952	10	NR	000010
Million Eyes of Sumuru, The	1967	95	NR	100000
Million Hare, The	1963	7	NR	011000
Million Miles, A	2000	85	NR	000100
Million Pound Note, The	1953	90	NR	001000
Million v brachnoy korzine	1986	94	NR	001000
Million, Le	1931	83	NR	001000
Millionaire Droopy	1956	7	NR	011000
Millionaire Playboy	1940	64	NR	001000
Millionaire for Christy, A	1951	91	NR	001001
Millionaire, The	1931	80	NR	001100
Millionaires in Prison	1940	64	NR	000100
Millionairess, The	1960	90	NR	001100
Millioner Betzarot	1978	85	NR	001000
Millions	2004	98	PG-13	001100
Millions Like Us	1943	103	NR	000100
Millipilleri	1966	117	NR	001000
Milly, Maria och jag	1938	87	NR	001000
Milo	1998	91	R	000000
Milo 55160	2004	20	NR	000100
Milo-Milo	1979	103	NR	000000
Milonga	1999	89	NR	000000
Milosc ci wszystko wybaczy	1981	106	NR	000000
Milost mora	2003	90	NR	000100
Milou en mai	1990	107	NR	001000
Milpa, La	2002	27	NR	000101
Milpitas Monster, The	1975	80	NR	000000
Milton Is a Shitbag	2004	4	NR	010000
Milwaukee, Minnesota	2003	95	R	000100
Milwr Bychan	1986	105	NR	000100
Mima	1991	84	NR	000100
Mimi	1935	94	NR	000101
Mimi	2003	105	NR	000010
Mimi og madammerne	1998	87	NR	001000
Mimi wo sumaseba	1995	111	NR	010101
Mimic	1997	105	R	000000
Mimino	1977	97	NR	001000
Mimmo & Paulie	2004	29	NR	000100
Min	2003	80	NR	000100
Min Marion	1975	106	NR	000100
Min and Bill	1930	69	NR	001100
Min bedstefar er en stok	1967	40	NR	000000
Min eidate ton Panai?	1962	78	NR	001000
Min farmors hus	1984	83	NR	000100
Min fynske barndom	1994	125	NR	000100
Min jing gu shi	1995	102	NR	001000
Min kones ferie	1967	75	NR	001001
Min mamma hade fjorton barn	2000	80	NR	000010
Min morfars morder	2004	59	NR	000010
Min smukke nabo	1999	15	NR	000000
Min store tjocke far	1992	102	NR	000100
Min syster och jag	1950	106	NR	001000
Mina Tannenbaum	1994	128	NR	000100
Mina, La	2004	90	NR	000100
Minaccia d'amore	1988	94	NR	000000
Minazuki	1999	114	NR	000100
Minbo no onna	1992	123	NR	001000
Mind Benders, The	1963	99	NR	000000
Mind Forest	2003	61	NR	000100
Mind Game	2004	104	NR	011000
Mind Games	1989	86	NR	000000
Mind Games	1996	104	R	000000
Mind Games	2003	96	NR	000000
Mind Rage	2000	90	NR	000000
Mind Reader, The	1933	69	NR	000100
Mind Twister	1994	94	NR	000100
Mind of Mr. Soames, The	1970	92	NR	000100
Mind the Gap	2004	134	R	001100
Mind's Eye, The	2005	96	NR	000000
Mind's I, A	2003	16	NR	000100
Mind, Body & Soul	1992	90	NR	000000
MindField	2003	63	NR	000100
Mindbender	1996	93	PG-13	000100
Minder dood dan de anderen	1992	100	NR	000100
Minder gelukkige terugkeer van Joszef Katus naar het land van Rembrandt, de	1966	94	NR	000000
Mindfield	1989	92	NR	000000
Mindgame	2005	23	NR	000000
Mindhunters	2004	102	R	100000
Minding the Baby	1931	7	NR	010000
Mindkiller	1987	84	NR	000000
Mindstorm	2000	91	NR	000000
Mindstorm	2001	97	R	100000
Mindwalk	1990	112	NR	000100
Mindwarp	1990	91	NR	000000
Mine Own Executioner	1947	108	NR	000100
Mine tossede drenge	1961	100	NR	000000
Mineirinho Vivo ou Morto	1967	90	NR	000100
Minerva	1997	57	NR	000100
Minestrone, Il	1981	104	NR	000000
Minesweeper	1943	67	NR	000100
Ming dai zhui zhu	2000	92	NR	000000
Mingo y Anibal, dos pelotazos en contra	1984	103	NR	001000
Mingus: Charlie Mingus 1968	1968	58	NR	000010
Minha Namorada	1970	82	NR	001000
Mini-Skirt Mob, The	1968	82	NR	100100
Minion, The	1998	95	R	100000
Ministro y yo, El	1976	109	NR	001100
Ministry of Fear	1944	87	NR	000100
Ministry of Vengeance	1989	96	NR	100000
Miniver Story, The	1950	104	NR	000100
Minkkiturkki	1961	91	NR	000000
Minna no ie	2001	116	NR	001000
Minnamurra	1989	92	NR	100100
Minnesota Clay	1965	90	NR	000000
Minnie and Moskowitz	1971	114	NR	001101
Minnie the Moocher	1932	8	NR	010000
Minnie's Yoo Hoo	1930	5	NR	010000
Minoes	2001	86	NR	000000
Minority Report	2002	145	PG-13	100100
Minotaur	1997	91	NR	000001
Minotaur and Little Nerkin	1999	2	NR	010000
Minsaara Kanavu	1997	153	NR	000101
Minsan, minahal kita	2000	110	NR	000101
Minu Leninid	1997	99	NR	001000
Minus Man, The	1999	111	R	000100
Minuto per pregare, un istante per morire, Un	1968	118	NR	000000
Mio Dio come sono caduta in basso!	1974	110	NR	001000
Mio West, Il	1998	95	NR	001100
Mio caro assassino	1972	105	NR	000000
Mio cognato	2003	90	NR	001000
Mio corpo per un poker, Il	1968	103	NR	000000
Mio figlio Nerone	1956	104	NR	001000
Mio min Mio	1987	99	NR	000000
Mio viaggio in Italia, Il	1999	246	PG-13	000010
Mir nach, Canaillen!	1964	103	NR	001000
Mira	1971	95	NR	000000
Miracle	2004	135	PG	000100
Miracle Beach	1992	88	NR	001001
Miracle Goes On, The	1976	97	NR	000101
Miracle Man, The	1932	85	NR	000100
Miracle Mile	1988	87	NR	000101
Miracle Money	1938	21	NR	000000
Miracle Rider, The	1935	306	NR	000000
Miracle Woman, The	1931	90	NR	000100
Miracle Worker, The	1962	106	NR	000100
Miracle des loups, Le	1924	73	NR	000000
Miracle des loups, Le	1961	126	NR	100100
Miracle in Harlem	1948	71	NR	000000
Miracle in the Rain	1956	108	NR	000100
Miracle of Morgan's Creek, The	1944	99	NR	001000
Miracle of Our Lady of Fatima, The	1952	102	NR	000100
Miracle of Sound, The	1940	11	NR	000010
Miracle of Todd-AO, The	1956	11	NR	000000
Miracle of the Bells, The	1948	120	NR	000100
Miracle of the White Stallions	1963	93	NR	000100
Miracle on 34th Street	1947	96	NR	001101
Miracle on 34th Street	1994	114	NR	000100
Miracle, The	1959	121	NR	000100
Miracles	1986	87	NR	001000
Miracles for Sale	1939	71	NR	000000
Miracles n'ont lieu qu'une fois, Les	1951	98	NR	000000
Miracolo a Milano	1951	100	NR	001100
Miracolo italiano	1994	104	NR	001000
Miracolo, Il	2003	92	NR	000000
Miracoloni, I	1981	88	NR	001000
Mirada del otro, La	1998	104	NR	000100
Mirada violeta, La	2004	110	NR	001000
Miradas	2001	93	NR	000000
Mirage	1965	108	NR	000000
Mirage	1995	92	R	100000
Mirai no omoide: Last Christmas	1992	118	NR	000000
Mirakel	2000	90	NR	001100
Miraklet i Valby	1989	85	NR	000100
Miramar	1997	82	NR	000100
Miranda	1948	80	NR	001001
Miranda	1985	90	NR	001000
Miranda	2002	90	R	000001
Mirch Masala	1985	128	NR	000000
Miriam	1957	88	NR	000000
Miris dunja	1982	97	NR	000000
Miris poljskog cveca	1977	106	NR	000000
Mirka	2000	107	NR	000100
Miroslava	1993	100	NR	000100
Mirror Crack'd, The	1980	105	NR	000000
Mirror Has Two Faces, The	1996	122	PG-13	001101
Mirror Images	1992	93	NR	000000
Mirror Man	2003	16	NR	001000
Mirror, Mirror	1990	104	NR	000000
Mirror, Mirror 2: Raven Dance	1994	91	NR	000000
Mirror, Mirror III: The Voyeur	1995	91	NR	000100
Mirror, Mirror IV: Reflection	2000	86	NR	000000
Mirrors	1934	12	NR	000000
Mirrors	1978	88	NR	000000
Mirrors of Time	1991	23	NR	010000
Mirt Sost Shi Amit	1975	150	NR	000000
Mis	1981	111	NR	001000
Mis vacaciones	1999	12	NR	001000
Misa mi	2003	80	NR	000100
Misadventures of Margaret, The	1998	80	NR	001001
Misadventures of Merlin Jones, The	1964	91	NR	001000
Misbegotten	1998	95	R	000000
Misbehavers, The	2004	120	NR	000010
Misbehavin'	1979	85	NR	000000
Mischief	1985	93	NR	001001
Mischievous	1996	97	R	000000
Mischka	2002	116	NR	001100
Misdemeanor	2002	13	NR	000000
Miser's Heart, The	1911	18	NR	000100
Miser, The	2000	22	NR	000100
Miserabili, I	1948	118	NR	000100
Miserables, Les	1952	105	NR	000100
Misery	1990	107	NR	000100
Misery Brothers, The	1995	87	NR	001000
Misfit Brigade, The	1987	99	NR	000000
Misfit Patrol	1998	101	NR	001000
Misfits - 30 Years of Fluxus, The	1993	80	NR	000000
Misfits, The	1961	120	NR	000101
Mishima: A Life in Four Chapters	1985	121	NR	000100
Mismo amor, la misma lluvia, El	1999	100	NR	001001
Miso	2003	100	NR	000100
Misplaced	1989	98	NR	000100
Miss	1986	95	NR	000100
Miss Annie Rooney	1942	82	NR	000100
Miss Arizona	1987	95	NR	000100
Miss Bluebeard	1925	62	NR	001001
Miss Bohrloch	1970	14	NR	000000
Miss Bolero	1993	80	NR	000000
Miss Caribe	1988	90	NR	001000
Miss Cast Away	2004	90	NR	001000
Miss Congeniality	2000	109	PG-13	001000
Miss Congeniality 2: Armed and Fabulous	2005	115	PG-13	001000
Miss Directed	1990	75	NR	000000
Miss Entebbe	2003	80	NR	000000
Miss Fatty's Seaside Lovers	1915	11	NR	001000
Miss Firecracker	1989	102	NR	001000
Miss Grant Takes Richmond	1949	87	NR	001000
Miss Julie	1999	103	R	000100
Miss Mary	1986	100	NR	000100
Miss Missouri	1990	103	NR	000000
Miss Mona	1987	98	NR	000000
Miss Monday	1998	90	R	000100
Miss Muerte	1966	86	NR	000000
Miss Nude America	1976	82	NR	001110
Miss Nymphet's Zap-In	1970	76	NR	001000
Miss Pacific Fleet	1935	66	NR	001000
Miss Pinkerton	1932	66	NR	001000
Miss Polly	1941	45	NR	001000
Miss Robin Hood	1952	76	NR	001000
Miss Sadie Thompson	1953	91	NR	000100
Miss Ston	1958	96	NR	000000
Miss Supreme Queen	1999	24	NR	001100
Miss Susie Slagle's	1946	88	NR	000100
Miss Tatlock's Millions	1948	101	NR	001000
Miss Wonton	2001	87	NR	000100
Miss and Mrs Sweden	1969	94	NR	001000
Miss... or Myth?	1987	60	NR	000010
Missamma	1955	181	NR	001100
Missed Call	2003	3	NR	000100
Missed Fortune, A	1952	17	NR	001000
Missile	1987	115	NR	000010
Missile Monsters	1958	75	NR	000000
Missile X - Geheimauftrag Neutronenbombe	1981	88	NR	000000
Missile to the Moon	1958	78	NR	000000
Missing	1982	122	NR	000100
Missing Allen - Wo ist Allen Ross?	2001	90	NR	000010
Missing Brendan	2003	100	NR	000100
Missing Corpse, The	1945	62	NR	001000
Missing Guest, The	1938	68	NR	000000
Missing Juror, The	1944	66	NR	000000
Missing Lady, The	1946	60	NR	000100
Missing Link	1999	88	NR	001000
Missing Moscow	2004	19	NR	001000
Missing Mouse, The	1953	6	NR	011000
Missing Peace	2003	92	NR	000010
Missing Persons	2002	85	NR	110000
Missing Pieces	1991	94	NR	001000
Missing Rembrandt, The	1932	84	NR	000100
Missing in Action	1984	101	NR	100000
Missing in Action 2: The Beginning	1985	100	NR	100000
Mission Batangas	1968	100	NR	100000
Mission Kashmir	2000	160	R	000100
Mission Manila	1987	90	NR	100000
Mission Mars	1968	95	NR	000000
Mission Over Korea	1953	85	NR	000100
Mission in Morocco	1959	85	NR	000000
Mission of Danger	1959	80	NR	000000
Mission to Glory: A True Story	1977	116	NR	000000
Mission to Mars	2000	113	NR	000100
Mission to Mir	1997	40	NR	000010
Mission to Moscow	1943	124	NR	000100
Mission, The	1986	126	NR	000100
Mission: Africa	1968	91	NR	000000
Mission: Impossible	1996	110	PG-13	100000
Mission: Impossible II	2000	123	PG-13	100000
Mission: Monte Carlo	1974	102	NR	100100
Mission: Space	2003	5	NR	100000
Missionary Positions	2005	80	NR	000010
Missionary, The	1982	90	NR	001000
